1,1,-50.00,-50.00,50.00,1.00,0.00,0.00
1,1,-50.00,-50.00,35.00,1.00,0.00,0.00
1,1,-50.00,-50.00,20.00,1.00,0.00,0.00
1,1,-50.00,-50.00,5.00,1.00,0.00,0.00
1,1,-50.00,-50.00,-10.00,1.00,0.00,0.00
1,1,-50.00,-50.00,-25.00,1.00,0.00,0.00
1,1,-50.00,-50.00,-40.00,1.00,0.00,0.00
1,1,-50.00,-50.00,-50.00,1.00,0.00,0.00
1,2,-50.00,-40.00,-50.00,1.00,0.00,0.00
1,2,-50.00,-40.00,-35.00,1.00,0.00,0.00
1,2,-50.00,-40.00,-20.00,1.00,0.00,0.00
1,2,-50.00,-40.00,-5.00,1.00,0.00,0.00
1,2,-50.00,-40.00,10.00,1.00,0.00,0.00
1,2,-50.00,-40.00,25.00,1.00,0.00,0.00
1,2,-50.00,-40.00,40.00,1.00,0.00,0.00
1,2,-50.00,-40.00,50.00,1.00,0.00,0.00
1,3,-50.00,-30.00,-50.00,1.00,0.00,0.00
1,3,-50.00,-30.00,-35.00,1.00,0.00,0.00
1,3,-50.00,-30.00,-20.00,1.00,0.00,0.00
1,3,-50.00,-30.00,-5.00,1.00,0.00,0.00
1,3,-50.00,-30.00,10.00,1.00,0.00,0.00
1,3,-50.00,-30.00,25.00,1.00,0.00,0.00
1,3,-50.00,-30.00,40.00,1.00,0.00,0.00
1,3,-50.00,-30.00,50.00,1.00,0.00,0.00
1,4,-50.00,-20.00,-50.00,1.00,0.00,0.00
1,4,-50.00,-20.00,-35.00,1.00,0.00,0.00
1,4,-50.00,-20.00,-20.00,1.00,0.00,0.00
1,4,-50.00,-20.00,-5.00,1.00,0.00,0.00
1,4,-50.00,-20.00,10.00,1.00,0.00,0.00
1,4,-50.00,-20.00,25.00,1.00,0.00,0.00
1,4,-50.00,-20.00,40.00,1.00,0.00,0.00
1,4,-50.00,-20.00,50.00,1.00,0.00,0.00
1,5,-50.00,-10.00,-50.00,1.00,0.00,0.00
1,5,-50.00,-10.00,-35.00,1.00,0.00,0.00
1,5,-50.00,-10.00,-20.00,1.00,0.00,0.00
1,5,-50.00,-10.00,-5.00,1.00,0.00,0.00
1,5,-50.00,-10.00,10.00,1.00,0.00,0.00
1,5,-50.00,-10.00,25.00,1.00,0.00,0.00
1,5,-50.00,-10.00,40.00,1.00,0.00,0.00
1,5,-50.00,-10.00,50.00,1.00,0.00,0.00
1,6,-50.00,0.00,-50.00,1.00,0.00,0.00
1,6,-50.00,0.00,-35.00,1.00,0.00,0.00
1,6,-50.00,0.00,-20.00,1.00,0.00,0.00
1,6,-50.00,0.00,-5.00,1.00,0.00,0.00
1,6,-50.00,0.00,10.00,1.00,0.00,0.00
1,6,-50.00,0.00,25.00,1.00,0.00,0.00
1,6,-50.00,0.00,40.00,1.00,0.00,0.00
1,6,-50.00,0.00,50.00,1.00,0.00,0.00
1,7,-50.00,10.00,-50.00,1.00,0.00,0.00
1,7,-50.00,10.00,-35.00,1.00,0.00,0.00
1,7,-50.00,10.00,-20.00,1.00,0.00,0.00
1,7,-50.00,10.00,-5.00,1.00,0.00,0.00
1,7,-50.00,10.00,10.00,1.00,0.00,0.00
1,7,-50.00,10.00,25.00,1.00,0.00,0.00
1,7,-50.00,10.00,40.00,1.00,0.00,0.00
1,7,-50.00,10.00,50.00,1.00,0.00,0.00
1,8,-50.00,20.00,-50.00,1.00,0.00,0.00
1,8,-50.00,20.00,-35.00,1.00,0.00,0.00
1,8,-50.00,20.00,-20.00,1.00,0.00,0.00
1,8,-50.00,20.00,-5.00,1.00,0.00,0.00
1,8,-50.00,20.00,10.00,1.00,0.00,0.00
1,8,-50.00,20.00,25.00,1.00,0.00,0.00
1,8,-50.00,20.00,40.00,1.00,0.00,0.00
1,8,-50.00,20.00,50.00,1.00,0.00,0.00
1,9,-50.00,30.00,-50.00,1.00,0.00,0.00
1,9,-50.00,30.00,-35.00,1.00,0.00,0.00
1,9,-50.00,30.00,-20.00,1.00,0.00,0.00
1,9,-50.00,30.00,-5.00,1.00,0.00,0.00
1,9,-50.00,30.00,10.00,1.00,0.00,0.00
