1,1,-50.00,-50.00,-50.00,90.00,-0.00,90.00
1,1,-50.00,-30.00,-50.00,90.00,-0.00,90.00
1,1,-50.00,-10.00,-50.00,90.00,-0.00,90.00
1,1,-50.00,10.00,-50.00,90.00,-0.00,90.00
1,1,-50.00,30.00,-50.00,90.00,-0.00,90.00
1,1,-50.00,50.00,-50.00,90.00,-0.00,90.00
1,2,-50.00,50.00,-40.00,-90.00,-0.00,-90.00
1,2,-50.00,30.00,-40.00,-90.00,-0.00,-90.00
1,2,-50.00,10.00,-40.00,-90.00,-0.00,-90.00
1,2,-50.00,-10.00,-40.00,-90.00,-0.00,-90.00
1,2,-50.00,-30.00,-40.00,-90.00,-0.00,-90.00
1,2,-50.00,-50.00,-40.00,-90.00,-0.00,-90.00
1,3,-50.00,50.00,-30.00,-90.00,-0.00,-90.00
1,3,-50.00,30.00,-30.00,-90.00,-0.00,-90.00
1,3,-50.00,10.00,-30.00,-90.00,-0.00,-90.00
1,3,-50.00,-10.00,-30.00,-90.00,-0.00,-90.00
1,3,-50.00,-30.00,-30.00,-90.00,-0.00,-90.00
1,3,-50.00,-50.00,-30.00,-90.00,-0.00,-90.00
1,4,-50.00,50.00,-20.00,-90.00,-0.00,-90.00
1,4,-50.00,30.00,-20.00,-90.00,-0.00,-90.00
1,4,-50.00,10.00,-20.00,-90.00,-0.00,-90.00
1,4,-50.00,-10.00,-20.00,-90.00,-0.00,-90.00
1,4,-50.00,-30.00,-20.00,-90.00,-0.00,-90.00
1,4,-50.00,-50.00,-20.00,-90.00,-0.00,-90.00
1,5,-50.00,50.00,-10.00,-90.00,-0.00,-90.00
1,5,-50.00,30.00,-10.00,-90.00,-0.00,-90.00
1,5,-50.00,10.00,-10.00,-90.00,-0.00,-90.00
1,5,-50.00,-10.00,-10.00,-90.00,-0.00,-90.00
1,5,-50.00,-30.00,-10.00,-90.00,-0.00,-90.00
1,5,-50.00,-50.00,-10.00,-90.00,-0.00,-90.00
1,6,-50.00,50.00,-0.00,-90.00,-0.00,-90.00
1,6,-50.00,30.00,-0.00,-90.00,-0.00,-90.00
1,6,-50.00,10.00,-0.00,-90.00,-0.00,-90.00
1,6,-50.00,-10.00,-0.00,-90.00,-0.00,-90.00
1,6,-50.00,-30.00,-0.00,-90.00,-0.00,-90.00
1,6,-50.00,-50.00,-0.00,-90.00,-0.00,-90.00
1,7,-50.00,48.99,10.00,-90.00,-0.00,-90.00
1,7,-50.00,28.99,10.00,-90.00,-0.00,-90.00
1,7,-50.00,8.99,10.00,-90.00,-0.00,-90.00
1,7,-50.00,-11.01,10.00,-90.00,-0.00,-90.00
1,7,-50.00,-31.01,10.00,-90.00,-0.00,-90.00
1,7,-50.00,-50.00,10.00,-90.00,-0.00,-90.00
1,8,-50.00,45.83,20.00,-90.00,-0.00,-90.00
